3,1,305.07,316.87,218.74,391.68,1,-1,-1,-1
3,2,787.23,121.12,182.23,212.98,1,-1,-1,-1
4,1,302.80,314.34,220.02,393.91,1,-1,-1,-1
4,2,784.75,124.39,182.82,213.72,1,-1,-1,-1
5,1,304.16,313.60,221.45,397.45,1,-1,-1,-1
5,2,783.24,124.62,186.12,217.65,1,-1,-1,-1
6,1,304.91,313.44,221.45,398.55,1,-1,-1,-1
6,2,785.19,124.62,182.47,213.28,1,-1,-1,-1
7,1,305.44,314.15,220.94,398.82,1,-1,-1,-1
7,2,784.20,125.93,182.56,213.06,1,-1,-1,-1
8,1,305.66,313.09,221.36,400.88,1,-1,-1,-1
8,2,782.41,123.58,186.96,218.52,1,-1,-1,-1
9,1,306.70,313.42,220.27,400.19,1,-1,-1,-1
9,2,782.87,124.05,187.73,219.13,1,-1,-1,-1
10,1,307.39,312.91,219.93,400.53,1,-1,-1,-1
10,2,786.07,124.20,186.09,216.62,1,-1,-1,-1
11,1,307.51,313.42,219.38,400.60,1,-1,-1,-1
11,2,790.51,124.90,186.43,215.65,1,-1,-1,-1
12,1,307.25,314.97,217.75,398.57,1,-1,-1,-1
12,2,795.15,123.80,188.60,217.28,1,-1,-1,-1
13,1,308.19,315.58,217.07,397.76,1,-1,-1,-1
13,2,798.15,130.69,185.48,211.89,1,-1,-1,-1
14,1,308.00,314.48,217.22,398.76,1,-1,-1,-1
14,2,801.55,130.60,184.36,209.16,1,-1,-1,-1
15,1,308.71,313.41,217.04,399.12,1,-1,-1,-1
15,2,801.70,130.52,182.70,206.16,1,-1,-1,-1
16,1,308.64,312.35,216.97,399.89,1,-1,-1,-1
16,2,802.12,132.46,183.25,205.74,1,-1,-1,-1
17,1,309.50,313.30,215.82,398.17,1,-1,-1,-1
17,2,801.88,131.15,182.81,203.62,1,-1,-1,-1
18,1,309.04,312.34,216.28,399.49,1,-1,-1,-1
18,2,803.17,133.96,181.79,201.53,1,-1,-1,-1
19,1,307.23,310.67,215.77,399.98,1,-1,-1,-1
19,2,803.48,138.99,179.03,196.11,1,-1,-1,-1
20,1,303.23,305.43,215.57,399.48,1,-1,-1,-1
20,2,799.86,140.82,180.65,196.17,1,-1,-1,-1
21,1,301.18,300.82,210.65,389.35,1,-1,-1,-1
21,2,797.85,138.76,181.25,195.57,1,-1,-1,-1
22,1,297.82,291.78,220.01,409.55,1,-1,-1,-1
22,2,796.77,137.94,182.78,196.08,1,-1,-1,-1
23,1,299.49,292.42,220.91,413.64,1,-1,-1,-1
23,2,795.23,140.26,184.96,196.98,1,-1,-1,-1
24,1,303.98,291.46,220.21,413.20,1,-1,-1,-1
24,2,793.99,139.76,186.44,197.36,1,-1,-1,-1
25,1,306.16,292.49,219.71,411.64,1,-1,-1,-1
25,2,792.58,138.88,188.89,198.86,1,-1,-1,-1
26,1,307.39,292.29,221.35,414.29,1,-1,-1,-1
26,2,791.77,138.52,190.39,199.45,1,-1,-1,-1
27,1,312.13,292.93,218.66,407.35,1,-1,-1,-1
27,2,788.53,135.05,193.52,202.99,1,-1,-1,-1
28,1,314.45,283.95,226.52,423.87,1,-1,-1,-1
28,2,785.87,131.11,197.61,208.27,1,-1,-1,-1
29,1,325.47,280.01,224.01,420.85,1,-1,-1,-1
29,2,783.57,127.65,203.71,216.14,1,-1,-1,-1
30,1,326.46,270.02,232.15,437.33,1,-1,-1,-1
30,2,779.09,123.76,202.90,217.84,1,-1,-1,-1
31,1,332.69,270.22,231.17,433.73,1,-1,-1,-1
31,2,779.10,124.22,197.14,213.87,1,-1,-1,-1
31,6,597.99,190.76,63.04,76.69,1,-1,-1,-1
32,1,338.53,263.88,233.57,441.36,1,-1,-1,-1
32,2,778.24,121.81,195.38,214.26,1,-1,-1,-1
32,6,597.94,190.20,63.16,76.75,1,-1,-1,-1
33,1,340.70,254.40,238.94,454.60,1,-1,-1,-1
33,2,774.32,119.61,198.69,220.29,1,-1,-1,-1
33,6,597.43,190.77,62.71,76.07,1,-1,-1,-1
34,1,349.28,248.93,240.20,463.44,1,-1,-1,-1
34,2,775.25,120.12,199.09,222.53,1,-1,-1,-1
34,6,597.20,191.68,62.66,75.87,1,-1,-1,-1
35,1,363.09,241.10,239.59,469.96,1,-1,-1,-1
35,2,782.82,122.32,192.73,215.51,1,-1,-1,-1
35,6,596.81,191.99,63.29,76.53,1,-1,-1,-1
36,1,383.36,235.62,235.82,474.27,1,-1,-1,-1
36,2,784.63,121.23,197.27,221.35,1,-1,-1,-1
36,6,597.28,192.77,63.00,76.09,1,-1,-1,-1
37,1,401.50,234.32,228.97,473.80,1,-1,-1,-1
37,2,785.75,124.10,194.77,218.91,1,-1,-1,-1
37,6,596.80,193.05,63.53,76.63,1,-1,-1,-1
38,1,418.14,231.38,224.84,477.36,1,-1,-1,-1
38,2,784.90,123.27,195.70,220.55,1,-1,-1,-1
38,6,596.35,192.45,64.29,77.51,1,-1,-1,-1
39,1,428.47,230.40,219.36,477.91,1,-1,-1,-1
39,2,784.42,124.28,195.05,220.49,1,-1,-1,-1
39,6,596.55,192.22,64.51,77.84,1,-1,-1,-1
40,1,439.65,228.86,215.33,477.97,1,-1,-1,-1
40,2,781.52,122.70,194.29,221.09,1,-1,-1,-1
40,6,596.27,192.13,64.64,77.96,1,-1,-1,-1
41,1,449.59,228.41,211.03,475.88,1,-1,-1,-1
41,2,781.69,122.11,192.81,220.63,1,-1,-1,-1
41,6,596.40,192.08,64.22,77.34,1,-1,-1,-1
42,1,453.14,224.43,211.87,484.17,1,-1,-1,-1
42,2,782.25,121.25,191.94,220.42,1,-1,-1,-1
42,6,596.18,191.40,64.60,77.77,1,-1,-1,-1
43,1,453.68,222.37,213.31,489.82,1,-1,-1,-1
43,2,780.28,120.93,190.07,219.67,1,-1,-1,-1
43,6,595.72,191.14,64.84,77.93,1,-1,-1,-1
44,1,452.20,219.74,216.01,496.43,1,-1,-1,-1
44,2,778.99,122.15,187.83,218.70,1,-1,-1,-1
44,6,596.14,191.70,64.42,77.33,1,-1,-1,-1
45,1,453.19,219.50,213.47,494.26,1,-1,-1,-1
45,2,778.42,121.31,187.22,219.64,1,-1,-1,-1
45,6,595.89,191.25,65.08,78.43,1,-1,-1,-1
45,8,304.28,523.80,169.00,183.74,1,-1,-1,-1
46,1,463.29,220.85,212.89,493.92,1,-1,-1,-1
46,2,782.96,121.66,185.45,218.67,1,-1,-1,-1
46,6,594.87,189.76,67.83,82.14,1,-1,-1,-1
46,8,303.25,524.07,169.98,184.65,1,-1,-1,-1
47,1,464.11,221.46,209.09,493.01,1,-1,-1,-1
47,2,783.01,121.80,186.20,220.27,1,-1,-1,-1
47,6,595.69,190.50,65.82,79.63,1,-1,-1,-1
47,8,304.91,522.66,174.38,189.37,1,-1,-1,-1
48,1,466.31,221.12,205.39,493.21,1,-1,-1,-1
48,2,784.76,123.18,185.01,218.89,1,-1,-1,-1
48,6,596.16,190.81,65.40,79.27,1,-1,-1,-1
48,8,306.37,523.58,173.35,187.41,1,-1,-1,-1
49,1,471.28,222.38,202.59,492.54,1,-1,-1,-1
49,2,786.40,123.72,184.62,218.35,1,-1,-1,-1
49,6,595.99,190.92,65.27,79.14,1,-1,-1,-1
49,8,305.95,523.22,174.75,188.03,1,-1,-1,-1
50,1,473.27,224.91,198.98,490.22,1,-1,-1,-1
50,2,786.67,123.92,185.18,218.80,1,-1,-1,-1
50,6,596.17,190.97,64.74,78.42,1,-1,-1,-1
50,8,305.86,523.77,175.71,188.22,1,-1,-1,-1
51,1,473.02,225.26,196.62,489.92,1,-1,-1,-1
